Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
SALTA,Rivadavia,La Unión,0,0,0,0,0,1,0,0,1
SALTA,Rivadavia,Los Blancos,0,0,0,0,0,0,0,9,9
SALTA,Rivadavia,Pluma de Pato,0,0,0,0,0,0,0,6,6
SALTA,Rivadavia,Rivadavia,0,0,0,1,0,0,0,0,1
SALTA,Rivadavia,Santa María,0,0,0,0,5,0,0,0,5
SALTA,Rivadavia,Santa Victoria Este,17,0,0,1,10,1,0,41,70
SALTA,Rosario de la Frontera,Antilla,0,0,0,1,0,2,0,0,3
SALTA,Rosario de la Frontera,El Potrero,0,0,0,1,0,1,0,0,2
SALTA,Rosario de la Frontera,Rosario de la Frontera,2354,404,0,3,0,1,0,175,2937
SALTA,Rosario de la Frontera,Copo Quile,0,0,0,35,0,0,0,0,35
SALTA,Rosario de la Frontera,El Naranjo,0,0,0,39,0,1,0,0,40
SALTA,Rosario de Lerma,Campo Quijano,218,0,0,360,0,3,0,148,729
SALTA,Rosario de Lerma,La Silleta,105,0,0,220,0,1,0,34,360
SALTA,Rosario de Lerma,Rosario de Lerma,1285,403,0,2602,10,1,0,4,4305
SALTA,Rosario de Lerma,La Merced Del Encón,0,0,0,175,0,0,0,82,257
SALTA,San Carlos,Angastaco,0,0,0,7,0,0,0,39,46
SALTA,San Carlos,Animaná,0,0,0,0,0,1,0,51,52
SALTA,San Carlos,El Barrial,0,0,0,0,400,0,0,0,400
SALTA,San Carlos,San Carlos,0,0,0,1,0,2,0,94,97
SALTA,Santa Victoria,Campo La Cruz,0,0,0,0,50,0,0,0,50
SALTA,Santa Victoria,Los Toldos,0,0,0,2,0,0,0,41,43
SALTA,Santa Victoria,Nazareno,0,0,0,61,135,0,0,0,196
SALTA,Santa Victoria,Poscaya,0,0,0,0,30,0,0,0,30
SALTA,Santa Victoria,San Marcos,0,0,0,0,30,0,0,0,30
SALTA,Santa Victoria,Santa Victoria,0,0,0,74,0,5,0,200,279
SALTA,Santa Victoria,Acoyte,0,0,0,0,0,0,0,10,10
SAN JUAN,25 de Mayo,Villa Santa Rosa,0,0,0,0,0,0,0,52,52
SAN JUAN,25 de Mayo,Tupelí,0,0,0,0,0,0,0,60,60
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,0,0,0,0,0,0,0,80,80
SAN JUAN,25 de Mayo,Villa Borjas,0,0,0,0,0,0,0,6,6
SAN JUAN,9 de Julio,9 de Julio,0,0,0,125,0,1,0,116,242
SAN JUAN,9 de Julio,Colonia Fiorito,0,0,0,0,0,0,0,5,5
SAN JUAN,9 de Julio,Las Chacritas,0,0,0,0,0,0,0,91,91
SAN JUAN,9 de Julio,OTROS,0,0,0,0,0,1,0,0,1
SAN JUAN,9 de Julio,Alto de Sierra,0,0,0,0,0,0,0,5,5
SAN JUAN,Albardón,El Rincón,509,0,5,0,0,0,0,10,524
SAN JUAN,Albardón,OTROS,0,0,0,0,300,0,0,0,300
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,0,0,0,0,0,0,0,135,135
SAN JUAN,Albardón,Villa General San Martin,0,0,0,0,0,0,0,46,46
SAN JUAN,Angaco,OTROS,0,0,0,0,72,0,0,0,72
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,0,0,0,0,0,0,0,93,93
SAN JUAN,Angaco,Villa El Salvador,0,0,0,0,0,0,0,34,34
SAN JUAN,Calingasta,Barreal - Villa Pituil,0,0,1,0,0,0,0,1294,1295
SAN JUAN,Calingasta,Calingasta,0,0,0,0,0,2,0,370,372
SAN JUAN,Calingasta,Tamberías,0,0,1,0,0,0,0,130,131
SAN JUAN,Capital,San Juan,12814,22723,227,10721,3576,5,0,6781,56847
SAN JUAN,Caucete,Bermejo,0,0,0,0,0,1,0,0,1
SAN JUAN,Caucete,Caucete,1006,0,0,0,2500,0,0,521,4027
SAN JUAN,Caucete,Vallecito,0,0,0,0,250,0,0,4,254
SAN JUAN,Caucete,Villa Independencia,0,0,0,0,0,0,0,10,10
SAN JUAN,Chimbas,Chimbas,2944,0,6,942,0,0,0,1948,5840
SAN JUAN,Chimbas,Villa Paula Albarracin,0,0,0,0,0,0,0,2,2
SAN JUAN,Iglesia,Angualasto,0,0,0,0,0,0,0,38,38
SAN JUAN,Iglesia,Bella Vista,0,0,0,0,0,1,0,43,44
SAN JUAN,Iglesia,Iglesia,0,0,0,0,0,11,0,79,90
SAN JUAN,Iglesia,Las Flores,0,0,0,0,0,1,0,111,112
SAN JUAN,Iglesia,Pismanta,0,0,0,0,0,3,0,18,21
SAN JUAN,Iglesia,Rodeo,0,0,0,0,10,0,0,472,482
SAN JUAN,Iglesia,Tudcum,0,0,0,0,0,1,0,89,90
SAN JUAN,Jáchal,San Isidro,0,0,0,0,0,0,0,97,97
SAN JUAN,Jáchal,San José de Jáchal,0,0,1,381,0,2,0,711,1095
SAN JUAN,Jáchal,Tamberías,0,0,0,0,0,0,0,62,62
SAN JUAN,Jáchal,Villa Mercedes,0,0,0,0,0,4,0,170,174
SAN JUAN,Jáchal,Gran China,0,0,0,0,0,0,0,82,82
SAN JUAN,Jáchal,Huaco,0,0,0,0,0,0,0,109,109
SAN JUAN,Jáchal,Pampa Vieja,0,0,0,0,0,0,0,86,86
SAN JUAN,Jáchal,El Médano,0,0,0,0,0,0,0,25,25
SAN JUAN,Jáchal,Mogna,0,0,0,0,0,0,0,5,5
SAN JUAN,Jáchal,Niquivil,0,0,0,0,0,0,0,25,25
SAN JUAN,Jáchal,Villa Malvinas Argentinas,0,0,0,0,0,0,0,25,25
SAN JUAN,OTROS,OTROS,0,0,0,0,454,0,0,0,454
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,549,0,4,0,0,1,0,205,759
SAN JUAN,Pocito,Villa Centenario,0,0,0,0,0,0,0,56,56
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,0,0,0,0,0,0,0,98,98
SAN JUAN,Pocito,Quinto Cuartel,0,0,0,0,0,0,0,101,101
SAN JUAN,Pocito,Villa Aberastain,0,0,0,0,0,0,0,10,10
SAN JUAN,Pocito,Barrio Ruta 40,0,0,0,0,0,0,0,14,14
SAN JUAN,Pocito,Carpintería,0,0,0,0,0,0,0,14,14
SAN JUAN,Rawson,Rawson,16318,0,12,0,0,2,0,1004,17336
SAN JUAN,Rawson,Villa Krause,0,0,0,0,0,0,0,211,211
SAN JUAN,Rawson,El Medanito,0,0,0,0,0,0,0,32,32
SAN JUAN,Rawson,Villa Bolaños,0,0,0,0,0,0,0,287,287
SAN JUAN,Rivadavia,Rivadavia,2028,0,12,77,15,1,0,2243,4376
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),2,0,0,0,0,0,0,4,6
SAN JUAN,San Martín,Villa San Martín,0,0,0,0,210,1,0,18,229
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),0,0,0,3,0,0,0,73,76
SAN JUAN,San Martín,Villa El Salvador,0,0,0,0,0,0,0,12,12
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),0,0,0,0,0,0,0,31,31
SAN JUAN,San Martín,Barrio Sadop,0,0,0,0,0,0,0,2,2
SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),0,0,0,0,0,0,0,2,2
SAN JUAN,Santa Lucía,Santa Lucía,2400,0,11,73,15,0,0,2057,4556
SAN JUAN,Santa Lucía,Alto de Sierra,0,0,0,0,0,0,0,18,18
SAN JUAN,Sarmiento,Cañada Honda,0,0,0,1,0,2,0,1,4
SAN JUAN,Sarmiento,Cienaguita,0,0,0,1,0,0,0,1,2
SAN JUAN,Sarmiento,Las Lagunas,0,0,0,0,0,1,0,0,1
SAN JUAN,Sarmiento,Los Berros,0,0,0,2,0,0,0,66,68
SAN JUAN,Sarmiento,Villa Media Agua,0,0,0,1,0,0,0,197,198
SAN JUAN,Sarmiento,Pedernal,0,0,0,0,0,0,0,11,11
SAN JUAN,Sarmiento,Divisadero,0,0,0,0,0,0,0,11,11
SAN JUAN,Sarmiento,Guanacache,0,0,0,0,0,0,0,8,8
SAN JUAN,Sarmiento,Punta del Médano,0,0,0,0,0,0,0,1,1
SAN JUAN,Ullum,Villa Ibáñez,0,0,1,0,0,0,0,402,403
SAN JUAN,Valle Fértil,Astica,0,0,0,0,0,0,0,30,30
SAN JUAN,Valle Fértil,OTROS,0,0,0,0,190,0,0,0,190
SAN JUAN,Valle Fértil,Villa San Agustín,0,0,0,1,0,4,0,260,265
SAN JUAN,Zonda,Villa Basilio Nievas,0,0,0,0,0,0,0,340,340
SAN LUIS,Ayacucho,Candelaria,0,0,0,0,0,0,0,882,882
SAN LUIS,Ayacucho,La Majada,0,0,0,0,0,0,0,19,19
SAN LUIS,Ayacucho,Leandro N. Alem,0,0,0,0,0,0,0,13,13
SAN LUIS,Ayacucho,Luján,0,0,0,0,0,0,0,1196,1196
SAN LUIS,Ayacucho,OTROS,0,0,0,0,0,3,0,0,3
SAN LUIS,Ayacucho,Quines,0,0,0,0,0,1,0,37,38
SAN LUIS,Ayacucho,Río Juan Gómez,0,0,0,0,0,0,0,76,76
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,0,0,0,0,0,0,0,1435,1435
SAN LUIS,Ayacucho,San Miguel,0,0,0,0,0,1,0,0,1
SAN LUIS,Ayacucho,Pampa Grande,0,0,0,2,0,0,0,0,2
SAN LUIS,Ayacucho,Lomas Blancas,0,0,0,0,0,0,0,21,21
SAN LUIS,Belgrano,La Calera,0,0,0,0,0,0,0,392,392
SAN LUIS,Belgrano,Los Molles,0,0,0,0,0,0,0,246,246
SAN LUIS,Belgrano,Nogolí,0,0,0,0,0,0,0,660,660
SAN LUIS,Belgrano,San Pedro,0,0,0,0,0,0,0,13,13
SAN LUIS,Belgrano,Villa de la Quebrada,0,0,0,0,0,0,0,513,513
SAN LUIS,Belgrano,Villa General Roca,0,0,0,0,0,0,0,283,283
SAN LUIS,Chacabuco,Concarán,0,0,0,0,0,2,0,1812,1814
SAN LUIS,Chacabuco,Cortaderas,0,0,0,5,0,0,0,891,896
SAN LUIS,Chacabuco,Naschel,0,0,0,0,0,0,0,1125,1125
SAN LUIS,Chacabuco,Papagayos,0,0,0,0,0,0,0,61,61
SAN LUIS,Chacabuco,Renca,0,0,0,0,0,0,0,106,106
SAN LUIS,Chacabuco,San Pablo,0,0,0,0,0,0,0,74,74
SAN LUIS,Chacabuco,Tilisarao,0,0,0,0,0,0,0,1590,1590
SAN LUIS,Chacabuco,Villa del Carmen,0,0,0,0,0,0,0,353,353
SAN LUIS,Chacabuco,Villa Larca,0,0,0,0,0,0,0,558,558
SAN LUIS,Chacabuco,El Algarrobal,0,0,0,3,0,0,0,0,3
SAN LUIS,Coronel Pringles,Carolina,0,0,0,0,0,0,0,229,229
SAN LUIS,Coronel Pringles,El Trapiche,0,0,0,0,0,0,0,1008,1008
SAN LUIS,Coronel Pringles,Fraga,0,0,0,0,0,0,0,309,309
SAN LUIS,Coronel Pringles,La Bajada,0,0,0,0,0,0,0,72,72
SAN LUIS,Coronel Pringles,La Florida,0,0,0,0,0,0,0,87,87
SAN LUIS,Coronel Pringles,La Toma,100,0,0,0,0,0,0,392,492
SAN LUIS,Coronel Pringles,OTROS,0,0,0,0,0,27,0,0,27
SAN LUIS,Coronel Pringles,Río Grande,0,0,0,0,0,0,0,187,187
SAN LUIS,Coronel Pringles,Saladillo,0,0,0,1,0,0,0,1987,1988
SAN LUIS,Coronel Pringles,El Durazno,0,0,0,0,0,0,0,66,66
SAN LUIS,General Pedernera,Juan Jorba,0,0,0,0,0,0,0,28,28
SAN LUIS,General Pedernera,Juan Llerena,0,0,0,0,0,0,0,130,130
SAN LUIS,General Pedernera,Justo Daract,175,0,4,0,0,0,0,3880,4059
SAN LUIS,General Pedernera,La Punilla,0,0,0,0,0,0,0,9,9
SAN LUIS,General Pedernera,Lavaisse,0,0,0,0,0,0,0,58,58
SAN LUIS,General Pedernera,San José del Morro,0,0,0,0,0,0,0,381,381
SAN LUIS,General Pedernera,Villa Mercedes,1789,29276,85,4,14585,0,0,10179,55918
SAN LUIS,General Pedernera,Villa Salles,0,0,0,0,0,0,0,27,27
SAN LUIS,General Pedernera,La Angelina,0,0,0,0,0,0,0,1127,1127
SAN LUIS,Gobernador Dupuy,Anchorena,0,0,1,0,0,0,0,212,213
SAN LUIS,Gobernador Dupuy,Arizona,0,0,3,0,0,0,0,257,260
SAN LUIS,Gobernador Dupuy,Bagual,0,0,0,0,0,0,0,64,64
SAN LUIS,Gobernador Dupuy,Batavia,0,0,0,0,0,2,0,196,198
SAN LUIS,Gobernador Dupuy,Buena Esperanza,0,0,1,0,0,1,0,961,963
SAN LUIS,Gobernador Dupuy,Fortín El Patria,0,0,0,0,0,1,0,194,195
SAN LUIS,Gobernador Dupuy,Fortuna,0,0,1,0,0,1,0,149,151
SAN LUIS,Gobernador Dupuy,La Maroma,0,0,0,0,0,2,0,0,2
SAN LUIS,Gobernador Dupuy,Martín de Loyola,0,0,0,0,0,2,0,509,511
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,0,0,0,0,0,0,0,20,20
SAN LUIS,Gobernador Dupuy,Navia,0,0,0,0,0,2,0,83,85
SAN LUIS,Gobernador Dupuy,Nueva Galia,0,0,0,0,0,0,0,500,500
SAN LUIS,Gobernador Dupuy,Unión,0,0,0,0,0,0,0,810,810
SAN LUIS,Junín,Carpinteria,155,10,0,0,0,0,0,901,1066
SAN LUIS,Junín,Cerro de Oro,19,14,0,7,0,0,0,250,290
SAN LUIS,Junín,Lafinur,0,0,0,0,0,0,0,51,51
SAN LUIS,Junín,Los Cajones,0,0,0,0,0,0,0,64,64
SAN LUIS,Junín,Los Molles,0,0,0,0,0,0,0,54,54
SAN LUIS,Junín,Merlo,1286,62,0,211,0,0,0,5089,6648
SAN LUIS,Junín,Santa Rosa del Conlara,142,0,0,0,0,0,0,1875,2017
SAN LUIS,Junín,Talita,0,0,0,0,0,2,0,111,113
SAN LUIS,La Capital,Alto Pelado,0,0,0,0,0,0,0,71,71
SAN LUIS,La Capital,Alto Pencoso,0,0,0,1,0,0,0,85,86
SAN LUIS,La Capital,Balde,0,0,0,1,0,5,0,183,189
SAN LUIS,La Capital,Beazley,0,0,0,0,0,0,0,202,202
SAN LUIS,La Capital,Cazador,0,0,0,0,0,0,0,34,34
SAN LUIS,La Capital,Chosmes,0,0,0,0,0,0,0,9,9
SAN LUIS,La Capital,Desaguadero,0,0,0,1,0,0,0,252,253
SAN LUIS,La Capital,El Volcán,0,0,0,0,0,0,0,1067,1067
SAN LUIS,La Capital,Jarilla,0,0,0,0,0,0,0,29,29
SAN LUIS,La Capital,Juana Koslay,419,0,2,0,0,0,0,82,503
SAN LUIS,La Capital,Potrero de los Funes,0,0,0,0,0,0,0,1795,1795
SAN LUIS,La Capital,Salinas del Bebedero,0,0,0,0,0,0,0,35,35
SAN LUIS,La Capital,San Jerónimo,0,0,0,0,0,0,0,160,160
SAN LUIS,La Capital,San Luis,2774,1,84,5,84,2,0,18447,21397
SAN LUIS,La Capital,Zanjitas,0,0,0,0,0,0,0,103,103
SAN LUIS,La Capital,La Punta,0,0,0,7,0,0,0,0,7
SAN LUIS,La Capital,Las Barrancas,0,0,0,0,0,1,0,55,56
SAN LUIS,La Capital,Varela,0,0,0,0,0,0,0,7,7
SAN LUIS,La Capital,Boca Del Tigre,0,0,0,0,0,1,0,0,1
SAN LUIS,Libertador Grl. San Martín,La Ramada,0,0,0,0,0,0,0,2144,2144
SAN LUIS,Libertador Grl. San Martín,La Vertiente,0,0,0,0,0,2,0,49,51
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,0,0,0,0,0,0,0,98,98
SAN LUIS,Libertador Grl. San Martín,Las Chacras,0,0,0,0,0,5,0,30,35
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,0,0,0,0,0,0,0,27,27
SAN LUIS,Libertador Grl. San Martín,Paso Grande,0,0,0,0,0,0,0,183,183
SAN LUIS,Libertador Grl. San Martín,Potrerillo,0,0,0,0,0,0,0,59,59
SAN LUIS,Libertador Grl. San Martín,San Martín,1,0,1,0,0,0,0,324,326
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,0,0,0,0,0,1,0,211,212
SAN LUIS,Libertador Grl. San Martín,El Puesto,0,0,0,0,0,0,0,11,11
SAN LUIS,OTROS,OTROS,0,0,0,0,70,0,0,0,70
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,612,618,2,0,1,1,0,62,1296
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,683,0,4,0,1,2,0,0,690
SANTA CRUZ,Deseado,Caleta Olivia,0,8280,0,720,2,5,0,478,9485
SANTA CRUZ,Deseado,Cañadón Seco,0,0,0,2,0,3,0,118,123
SANTA CRUZ,Deseado,Jaramillo,0,0,0,0,0,2,0,86,88
SANTA CRUZ,Deseado,Las Heras,0,0,0,2353,1,1,0,1085,3440
SANTA CRUZ,Deseado,Pico Truncado,0,0,0,2846,1,2,0,1069,3918
SANTA CRUZ,Deseado,Puerto Deseado,1488,0,9,0,10,12,0,0,1519
SANTA CRUZ,Deseado,Tellier,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Güer Aike,28 de Noviembre,0,0,0,10,6,1,0,195,212
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),0,0,0,0,0,1,0,0,1
SANTA CRUZ,Güer Aike,Río Gallegos,3682,10399,173,736,172,14,0,0,15176
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,261,0,0,0,1,1,0,0,263
SANTA CRUZ,Güer Aike,Mina 3,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Lago Argentino,El Calafate,2595,0,0,3717,1,7,0,618,6938
SANTA CRUZ,Lago Argentino,El Chaltén,0,0,0,431,1,3,0,2,437
SANTA CRUZ,Lago Argentino,Tres Lagos,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,0,0,2,0,1,6,0,30,39
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,0,2600,7,0,101,5,0,0,2713
SANTA CRUZ,Magallanes,Puerto San Julián,849,2150,1,0,1,8,0,153,3162
SANTA CRUZ,Río Chico,Bajo Caracoles,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Río Chico,Gobernador Gregores,0,0,0,0,1,5,0,0,6
SANTA FE,9 de Julio,Esteban Rams,0,0,0,0,0,2,0,35,37
SANTA FE,9 de Julio,Gato Colorado,0,0,0,0,0,4,0,0,4
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),0,0,0,0,0,3,0,144,147
SANTA FE,9 de Julio,Logroño,1,0,0,0,0,0,0,47,48
SANTA FE,9 de Julio,Montefiore,0,0,0,0,0,1,0,17,18
SANTA FE,9 de Julio,Pozo Borrado,0,0,0,0,0,0,0,127,127
SANTA FE,9 de Julio,San Bernardo,0,0,0,0,0,0,0,109,109
SANTA FE,9 de Julio,Santa Margarita,0,0,0,0,0,5,0,96,101
SANTA FE,9 de Julio,Tostado,1328,6,0,0,0,2,0,1752,3088
SANTA FE,9 de Julio,Villa Minetti,0,0,0,1,0,5,0,264,270
SANTA FE,Belgrano,Armstrong,1245,0,0,99,0,0,0,37,1381
SANTA FE,Belgrano,Bouquet,388,0,0,0,0,0,0,1,389
SANTA FE,Belgrano,Las Parejas,1297,154,0,0,0,0,0,124,1575
SANTA FE,Belgrano,Las Rosas,1358,2308,0,225,0,0,0,33,3924
SANTA FE,Belgrano,Montes de Oca,591,0,0,0,168,1,0,43,803
SANTA FE,Belgrano,Tortugas,177,0,0,0,0,1,0,0,178
SANTA FE,Caseros,Arequito,71,2241,0,0,0,0,0,0,2312
SANTA FE,Caseros,Arteaga,73,868,0,0,0,0,0,87,1028
SANTA FE,Caseros,Beravebú,0,0,0,0,0,0,0,346,346
SANTA FE,Caseros,Bigand,550,1065,0,0,0,0,0,0,1615
SANTA FE,Caseros,Casilda,4277,1873,0,886,0,0,0,1129,8165
SANTA FE,Caseros,Chabás,638,0,0,0,850,0,0,13,1501
SANTA FE,Caseros,Chañar Ladeado,76,808,0,401,0,0,0,0,1285
SANTA FE,Caseros,Gödeken,0,531,0,1,0,0,0,0,532
SANTA FE,Caseros,Los Molinos,27,507,0,0,0,0,0,0,534
SANTA FE,Caseros,Los Nogales,0,44,0,0,0,0,0,0,44
SANTA FE,Caseros,Los Quirquinchos,0,0,0,0,2,0,0,778,780
SANTA FE,Caseros,San José de la Esquina,135,1976,0,0,0,0,0,1,2112
SANTA FE,Caseros,Sanford,88,0,0,378,0,0,0,0,466
SANTA FE,Caseros,Villada,98,1,0,0,5,0,0,0,104
SANTA FE,Castellanos,Aldao (Est. Casablanca),30,0,0,662,0,0,0,60,752
SANTA FE,Castellanos,Angélica,600,0,0,0,0,0,0,9,609
SANTA FE,Castellanos,Ataliva,295,10,0,89,0,0,0,183,577
SANTA FE,Castellanos,Aurelia,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Bauer y Sigel,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Bella Italia,37,316,0,2,0,0,0,4,359
SANTA FE,Castellanos,Castellanos,0,1,0,0,0,0,0,5,6
SANTA FE,Castellanos,Colonia Bicha,72,0,0,138,0,0,0,0,210
SANTA FE,Castellanos,Colonia Cello,0,0,0,0,0,0,0,29,29
SANTA FE,Castellanos,Colonia Margarita,0,10,0,0,0,0,0,0,10
SANTA FE,Castellanos,Colonia Raquel,31,0,0,185,0,0,0,3,219
SANTA FE,Castellanos,Coronel Fraga,0,0,0,0,0,0,0,49,49
SANTA FE,Castellanos,Esmeralda,0,82,0,0,0,0,0,0,82
SANTA FE,Castellanos,Estación Clucellas,0,179,0,0,0,0,0,4,183
SANTA FE,Castellanos,Estación Saguier,0,11,0,0,0,0,0,3,14
SANTA FE,Castellanos,Eusebia y Carolina,27,0,0,130,0,0,0,0,157
SANTA FE,Castellanos,Eustolia,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Humberto Primo,212,53,0,33,0,0,0,262,560
SANTA FE,Castellanos,Josefina,28,77,0,0,0,0,0,1,106
SANTA FE,Castellanos,Lehmann,196,376,0,166,0,0,0,0,738
SANTA FE,Castellanos,María Juana,788,81,0,620,0,0,0,60,1549
SANTA FE,Castellanos,Plaza Clucellas,45,283,0,0,0,0,0,0,328
SANTA FE,Castellanos,Plaza Saguier,0,51,0,0,0,0,0,0,51
SANTA FE,Castellanos,Presidente Roca,0,137,0,1,0,0,0,5,143
SANTA FE,Castellanos,Pueblo Marini,0,0,0,0,0,0,0,11,11
SANTA FE,Castellanos,Rafaela,2889,23060,0,4199,6,2,0,1497,31653
SANTA FE,Castellanos,Ramona,1,0,0,0,0,0,0,327,328
SANTA FE,Castellanos,San Antonio,0,10,0,0,0,0,0,59,69
SANTA FE,Castellanos,San Vicente,770,1334,0,0,0,0,0,42,2146
SANTA FE,Castellanos,Santa Clara de Saguier,163,107,0,0,0,0,0,218,488
SANTA FE,Castellanos,Sunchales,1112,21,1,6364,0,0,0,67,7565
SANTA FE,Castellanos,Susana,0,0,0,317,0,0,0,78,395
SANTA FE,Castellanos,Tacural,437,0,0,467,0,0,0,0,904
SANTA FE,Castellanos,Vila,419,0,0,0,0,0,0,0,419
SANTA FE,Castellanos,Villa San José,0,53,0,0,0,0,0,31,84
SANTA FE,Castellanos,Virginia,0,0,0,0,0,0,0,9,9
SANTA FE,Castellanos,Zenón Pereyra,0,53,0,0,0,0,0,0,53
SANTA FE,Castellanos,Frontera,0,0,0,0,0,0,0,1,1
SANTA FE,Constitución,Alcorta,223,1261,0,550,0,0,0,353,2387
SANTA FE,Constitución,Bombal,495,246,0,200,0,0,0,0,941
SANTA FE,Constitución,Empalme Villa Constitución,660,0,0,0,0,0,0,0,660
SANTA FE,Constitución,Godoy,0,0,0,0,0,0,0,150,150
SANTA FE,Constitución,Juan B. Molina,350,0,0,0,0,0,0,1,351
SANTA FE,Constitución,Juncal,480,0,0,0,0,0,0,0,480
SANTA FE,Constitución,La Vanguardia,0,0,0,86,0,0,0,0,86
SANTA FE,Constitución,Máximo Paz (Est. Paz),647,321,0,0,0,0,0,252,1220
SANTA FE,Constitución,Pavón,104,0,0,0,0,0,0,0,104
SANTA FE,Constitución,Pavón Arriba,0,0,0,387,0,0,0,25,412
SANTA FE,Constitución,Rueda,0,0,0,0,0,0,0,72,72
SANTA FE,Constitución,Santa Teresa,169,296,0,656,0,0,0,101,1222
SANTA FE,Constitución,Sargento Cabral,0,0,0,326,0,0,0,102,428
SANTA FE,Constitución,Villa Constitución,5033,1967,0,61,0,0,0,1355,8416
SANTA FE,Constitución,Peyrano,0,670,0,0,0,0,0,0,670
SANTA FE,Constitución,Cepeda,0,0,0,0,0,0,0,25,25
SANTA FE,Constitución,General Gelly,189,0,0,0,0,0,0,4,193
SANTA FE,Garay,Cayastá,0,0,0,0,0,0,0,428,428
SANTA FE,Garay,Helvecia,0,440,0,0,0,0,0,205,645
SANTA FE,Garay,Saladero Mariano Cabal,0,0,0,0,0,1,0,64,65
SANTA FE,Garay,Santa Rosa de Calchines,76,941,0,0,0,0,0,0,1017
SANTA FE,Garay,Los Zapallos,0,67,0,0,67,0,0,0,134
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),0,0,0,0,0,0,0,36,36
SANTA FE,General López,Amenábar,158,0,0,0,0,0,0,80,238
SANTA FE,General López,Cafferata,246,0,0,1,0,0,0,0,247
SANTA FE,General López,Cañada del Ucle,222,0,0,0,0,0,0,200,422
SANTA FE,General López,Carmen,0,0,0,0,40,0,0,100,140
SANTA FE,General López,Carreras,0,1,0,0,0,0,0,274,275
SANTA FE,General López,Chapuy,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Chovet,0,1,0,0,0,1,0,0,2
SANTA FE,General López,Christophersen,0,0,0,15,0,0,0,78,93
SANTA FE,General López,Diego de Alvear,206,0,0,64,0,0,0,108,378
SANTA FE,General López,Elortondo,510,0,0,0,0,0,0,0,510
SANTA FE,General López,Firmat,281,1488,0,3305,0,0,0,0,5074
SANTA FE,General López,Hughes,0,0,0,1190,0,0,0,0,1190
SANTA FE,General López,La Chispa,0,0,0,0,0,0,0,71,71
SANTA FE,General López,Maggiolo,80,0,0,0,0,0,0,53,133
SANTA FE,General López,María Teresa,26,1012,0,0,1,0,0,30,1069
SANTA FE,General López,Melincué (Est. San Urbano),0,0,0,0,0,0,0,201,201
SANTA FE,General López,Miguel Torres,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Murphy,0,0,0,717,0,0,0,0,717
SANTA FE,General López,Rufino,1432,3,0,5103,0,0,0,0,6538
SANTA FE,General López,San Eduardo,205,0,0,84,0,0,0,0,289
SANTA FE,General López,San Francisco de Santa Fe,0,0,0,45,0,1,0,0,46
SANTA FE,General López,San Gregorio,43,0,0,1013,0,0,0,118,1174
SANTA FE,General López,Sancti Spiritu,320,0,0,0,0,1,0,707,1028
SANTA FE,General López,Santa Isabel,214,0,0,923,0,1,0,0,1138
SANTA FE,General López,Teodelina,0,935,0,0,0,0,0,165,1100
SANTA FE,General López,Venado Tuerto,2258,25656,0,1435,380,1,0,77,29807
SANTA FE,General López,Villa Cañás,715,1195,0,349,4,0,0,211,2474
SANTA FE,General López,Wheelwright,0,0,0,1374,3,1,0,15,1393
SANTA FE,General López,Labordeboy,215,0,0,0,0,0,0,0,215
SANTA FE,General Obligado,Avellaneda (Est. Ewald),3,12,0,3578,750,0,0,1141,5484
SANTA FE,General Obligado,Berna,0,0,0,0,10,0,0,48,58
SANTA FE,General Obligado,El Araza,0,0,0,0,0,0,0,126,126
